"RowIndex","Prediction"
1,-7.15577373352435
2,-22.8862334497294
3,16.0683148310311
4,15.3493290393797
5,1.82405838884293
6,33.0017446751718
7,8.90869566840541
8,6.9936649876029
9,14.7650434793931
10,-0.855613233838048
11,1.28157871982503
12,-17.0305199811565
13,-5.6777475244825
14,33.840393000899
15,4.08286974735917
16,-7.69371198274272
17,0.0876793107170368
18,-14.1358019771777
19,-7.2423560406461
20,-14.351709707015
21,-19.8289025129829
22,-8.52954884392956
23,-8.99162039557118
24,17.153630085261
25,-7.86120936100697
26,6.26453970355446
27,-12.5207425426601
28,-6.96368518154581
29,-1.56523438867823
30,-11.0126878077
31,4.49184075531595
32,6.74235586446351
33,8.02984257687758
34,-6.47350831005796
35,-5.21265178094185
36,-6.68928460605741
37,8.89067314540093
38,9.88024942288739
39,-14.1649323436849
40,36.2351175525673
41,-17.4091531660886
42,16.0767913715975
43,-16.955969938566
44,-18.2855489272493
45,3.50607797315613
46,-8.03670624819942
47,4.82928320606246
48,-17.6860136348469
49,-10.9214980500318
50,-5.92782558074775
51,-9.00198625165086
52,18.3813795011214
53,17.8869268267955
54,-6.48102864325439
55,21.9839669151843
56,-23.1240717705882
57,-8.07615367068008
58,25.8924467351727
59,-0.0715245156651884
60,-9.5545943957771
61,14.3040657579708
62,-11.1213025537969
63,-6.96368518154581
64,34.7000653390809
65,-1.33353730958301
66,16.6764092163234
67,29.5791765794984
68,-15.5133150893492
69,8.22487402421595
70,-8.4890197643693
71,32.8106841419454
72,36.6730176736811
73,34.0616668224602
74,-4.08615653319442
75,-3.9114773421392
76,2.28566929328553
77,-7.08038932489874
78,-2.70188405646718
79,-5.94592463696592
80,6.25318849232717
81,-16.9541825161578
82,-1.60689225497768
83,29.2439858673505
84,-3.86742616652269
85,0.895836611018788
86,-10.3290367438511
87,-14.2993312291627
88,7.83981299843024
89,-25.027172743728
90,-14.9768713841297
