"RowIndex","Prediction"
1,-7.142393403618
2,-25.2444686921418
3,15.7499156464113
4,15.5031288507697
5,2.16277784019274
6,31.1581644024395
7,9.03903408937163
8,7.19422769276395
9,14.8494525930324
10,-0.40081084571409
11,1.53627423800067
12,-18.2125860910969
13,-5.60657838637006
14,32.4424058447188
15,4.3797615805421
16,-7.64928251677849
17,0.508956710510358
18,-14.816953735101
19,-7.43682796286297
20,-15.0872027887043
21,-21.4707164366341
22,-8.65903984040959
23,-8.88166091532195
24,16.5667530900241
25,-7.66389254837679
26,6.56275413444167
27,-13.1287744274251
28,-6.75951406112438
29,-1.03876926059993
30,-11.2699187996512
31,4.96094009401297
32,6.96172000575985
33,8.31761224911536
34,-6.42090692087649
35,-5.12391753634497
36,-6.65665187582639
37,9.19942322519154
38,9.96454703203492
39,-14.8671483020624
40,34.8162543743823
41,-18.6959598012904
42,15.731636336094
43,-17.96773203775
44,-19.5437638670417
45,4.02505843119672
46,-7.89933813809961
47,5.28930437782228
48,-18.942034800271
49,-11.2840521319592
50,-5.92065068216995
51,-9.09896682397272
52,17.9040439446978
53,17.5425341340688
54,-6.35150895312812
55,21.3033051236095
56,-25.4411256443563
57,-8.10203250430673
58,24.9277394724283
59,0.207561041539262
60,-9.81669929190114
61,14.2664755283172
62,-11.4448095447729
63,-6.75951406112438
64,32.4339592993053
65,-0.912982238122187
66,16.3106718456454
67,28.2136710143952
68,-16.320896028421
69,8.26057158229035
70,-8.57941935762962
71,30.9163290963884
72,34.6692625378918
73,32.1777501548433
74,-3.91444595941911
75,-3.84299656363476
76,2.64066535477673
77,-7.09024955946156
78,-2.43016556313532
79,-5.7837495413043
80,6.44341066401293
81,-18.1376281782349
82,-1.2488002115837
83,28.1857062046791
84,-3.49414292662963
85,1.25012211695264
86,-10.5982225683416
87,-15.0342946536386
88,7.86587009764711
89,-27.907673449945
90,-15.7762068652057
