"RowIndex","Prediction"
1,-9.84525026640001
2,-25.05507989
3,15.3398091973333
4,14.2062670593334
5,-0.619237929753333
6,35.3691551313334
7,11.2259517899933
8,4.87909031472333
9,15.2108547423334
10,-3.10828604986667
11,-0.502281969093333
12,-16.8208368826667
13,-5.06743870999334
14,28.503554986
15,2.8884820554
16,-8.61634318576666
17,-2.59442613453334
18,-15.827527292
19,-6.8600905559
20,-15.5418134836
21,-25.205756046
22,-14.6718357790333
23,-10.7283382107333
24,15.5837190947733
25,-2.7034331188
26,5.53560468536667
27,-13.9392192593
28,-9.41346464786666
29,-3.0984952072
30,-11.7544787517333
31,3.17051229503333
32,11.7450335833167
33,8.32685954429667
34,-2.70618235786667
35,-8.59828962308668
36,-5.09047831413334
37,7.4536083805
38,10.9481229127233
39,-17.5551635257667
40,29.36369685
41,-23.713704705
42,16.4017645786666
43,-16.828700796
44,-23.8946643560001
45,3.46694470763334
46,-7.86772390076667
47,5.34741909733333
48,-22.2292560953333
49,-10.6243796015333
50,-2.327013483
51,-8.40810901299999
52,19.9394261336667
53,15.91186665056
54,-5.50865011510001
55,24.4215899183333
56,-26.7355517366667
57,-5.39784790143333
58,23.8485849603333
59,-0.938916101986666
60,-11.2166262760333
61,12.0994636388
62,-11.8342613515333
63,-9.41346464786666
64,35.0923745713334
65,-1.13278953122
66,15.6716197247567
67,24.6342266836667
68,-12.4911141773
69,5.36563304466666
70,-6.65937810553333
71,33.2714288180001
72,33.8269334880001
73,34.9820684980001
74,-4.86864708774667
75,-3.02396782524667
76,3.61635400453334
77,-1.82168013136666
78,-5.57017734612667
79,-4.7765503712
80,7.56020088454
81,-18.2516772073334
82,-2.91572262942667
83,23.5870213586667
84,-3.66356458006667
85,0.472553897053333
86,-10.9694022861
87,-16.3190105313333
88,7.00352065280667
89,-24.82609596
90,-14.766737338
