"RowIndex","Prediction"
1,-9.8086375029204
2,-26.8899391847074
3,13.4553334690993
4,18.9820262459878
5,-2.12331726390607
6,32.3035628633525
7,13.4023225838525
8,8.37529141017077
9,15.9884381769882
10,-3.54407483882781
11,-3.10318994939278
12,-14.80638032748
13,-9.41946308863352
14,33.1994666382371
15,2.21711563838652
16,-11.3080495425347
17,2.60081579241723
18,-12.6297177909294
19,-9.85419571248464
20,-11.8141585245547
21,-22.1652425502107
22,-8.43174019338262
23,-10.7512354601537
24,19.644653557394
25,-6.08697377090815
26,3.89682795386502
27,-17.498385714076
28,-9.68409609233751
29,3.97324167352473
30,-15.6210147569911
31,7.0884857197472
32,9.87293689490384
33,12.9639421951205
34,-9.81563106845807
35,-7.47023553859852
36,-6.99123133990911
37,6.8606560704229
38,11.8324582599339
39,-14.9910505418088
40,35.8727736448678
41,-17.8309691496509
42,14.0872999026102
43,-18.7026378306561
44,-19.8857825108927
45,6.21495405850332
46,-5.10457164559355
47,3.55447617948567
48,-20.2255024322598
49,-13.8512152074719
50,-10.0015180194657
51,-11.089890176302
52,13.4825289175561
53,19.3917614606235
54,-8.08836361030788
55,20.072989295051
56,-21.664229855344
57,-9.13036948532709
58,26.4048007025569
59,-1.63083872437778
60,-10.7607105914929
61,13.7687462906647
62,-13.0786726203615
63,-9.68409609233751
64,34.397683243715
65,-0.880326210799774
66,14.6871639515808
67,26.8294137883741
68,-14.0963082488516
69,6.13733033082159
70,-12.3962238635745
71,31.5765967856052
72,31.4865911354273
73,35.3603227753944
74,-4.43465957276308
75,-11.220814852449
76,7.28493746267139
77,-7.19914557863963
78,-3.10003423186777
79,-8.11074135132615
80,6.18833583491188
81,-19.6221663978888
82,-3.29690772574712
83,29.2791395488942
84,0.144984970837975
85,-2.48711085632465
86,-13.2660805750575
87,-17.5721954757525
88,9.49685806624985
89,-27.8757402765786
90,-17.1493247886372
